Status,Block Number,Base,Date,Plane Type,Stays With Plane,Flight Number,Departure City,Departure Time,Arrival City,Arrival Time
Locked,1,SFO,2,319,True,740,SFO,0700,SEA,0905
Locked,1,SFO,2,319,False,753,SEA,0950,SFO,1155
Locked,2,SFO,3,320,True,12,SFO,0700,JFK,1530
Locked,2,SFO,3,DHD,False,27,JFK,1630,SFO,2010
Locked,3,SFO,3,319,True,740,SFO,0700,SEA,0905
Locked,3,SFO,3,319,True,753,SEA,0950,SFO,1155
Locked,3,SFO,3,319,False,928,SFO,1315,LAX,1430
Locked,3,SFO,3,319,False,933,LAX,1540,SFO,1700
Locked,3,SFO,4,319,True,740,SFO,0700,SEA,0905
Locked,3,SFO,4,319,True,753,SEA,0950,SFO,1155
Locked,3,SFO,4,319,False,928,SFO,1315,LAX,1430
Locked,3,SFO,4,319,False,933,LAX,1540,SFO,1700
Locked,4,SFO,7,320,True,710,SFO,0720,DFW,1245
Locked,4,SFO,7,320,False,715,DFW,1335,SFO,1525
Locked,5,SFO,16,320,True,710,SFO,0720,DFW,1240
Locked,5,SFO,16,320,False,715,DFW,1335,SFO,1530
Locked,5,SFO,23,320,True,710,SFO,0720,DFW,1240
Locked,5,SFO,23,320,False,715,DFW,1335,SFO,1530
Locked,6,SFO,10,319,True,202,SFO,0725,ORD,1335
Locked,6,SFO,10,DHD,False,205,ORD,1430,SFO,1715
Locked,7,SFO,24,319,True,202,SFO,0725,ORD,1335
Locked,7,SFO,24,DHD,False,205,ORD,1430,SFO,1715
Unlocked,8,SFO,12,DHD,False,1930,SFO,0800,LAX,0920
Unlocked,8,SFO,12,320,False,927,LAX,1125,SFO,1245
Unlocked,8,SFO,19,DHD,False,1930,SFO,0800,LAX,0920
Unlocked,8,SFO,19,320,False,927,LAX,1125,SFO,1245
Unlocked,8,SFO,26,DHD,False,1930,SFO,0800,LAX,0920
Unlocked,8,SFO,26,320,False,927,LAX,1125,SFO,1245
Locked,9,SFO,4,320,True,284,SFO,0805,CUN,1530
Locked,9,SFO,4,DHD,False,283,CUN,1630,SFO,2050
Locked,10,SFO,6,320,True,340,SFO,0805,FLL,1625
Locked,10,SFO,6,DHD,False,347,FLL,1720,SFO,2040
Locked,10,SFO,7,320,True,340,SFO,0805,FLL,1625
Locked,10,SFO,7,DHD,False,347,FLL,1720,SFO,2040
Locked,11,SFO,11,320,True,284,SFO,0805,CUN,1530
Locked,11,SFO,11,DHD,False,283,CUN,1630,SFO,2100
Locked,11,SFO,18,320,True,284,SFO,0805,CUN,1530
Locked,11,SFO,18,DHD,False,283,CUN,1630,SFO,2100
Locked,11,SFO,25,320,True,284,SFO,0805,CUN,1530
Locked,11,SFO,25,DHD,False,283,CUN,1630,SFO,2100
Locked,12,SFO,11,320,True,6902,SFO,0810,RNO,0900
Locked,12,SFO,11,DHD,True,6003,RNO,1000,PVR,1610
Locked,12,SFO,11,DHD,False,1275,PVR,1710,SFO,1905
Locked,13,SFO,11,DHD,True,6902,SFO,0810,RNO,0900
Locked,13,SFO,11,320,True,6003,RNO,1000,PVR,1610
Locked,13,SFO,11,320,False,1275,PVR,1710,SFO,1905
Locked,14,SFO,11,320,True,340,SFO,0810,FLL,1625
Locked,14,SFO,11,DHD,False,347,FLL,1720,SFO,2050
Locked,14,SFO,13,320,True,340,SFO,0810,FLL,1625
Locked,14,SFO,13,DHD,False,347,FLL,1720,SFO,2050
Locked,15,SFO,18,DHD,True,6902,SFO,0810,RNO,0900
Locked,15,SFO,18,320,True,6003,RNO,1000,PVR,1610
Locked,15,SFO,18,320,True,6014,PVR,1710,RNO,1900
Locked,15,SFO,18,DHD,False,6903,RNO,2000,SFO,2055
Locked,16,SFO,20,320,True,340,SFO,0810,FLL,1625
Locked,16,SFO,20,DHD,False,347,FLL,1720,SFO,2050
Locked,16,SFO,27,320,True,340,SFO,0810,FLL,1625
Locked,16,SFO,27,DHD,False,347,FLL,1720,SFO,2050
Locked,17,SFO,1,319,True,902,SFO,0900,LAS,1030
Locked,17,SFO,1,319,False,905,LAS,1110,SFO,1245
Locked,17,SFO,1,319,True,908,SFO,1440,LAS,1610
Locked,17,SFO,1,319,False,919,LAS,1655,SFO,1825
Locked,17,SFO,4,319,True,902,SFO,0900,LAS,1030
Locked,17,SFO,4,319,False,905,LAS,1110,SFO,1245
Locked,17,SFO,4,319,True,908,SFO,1440,LAS,1610
Locked,17,SFO,4,319,False,919,LAS,1655,SFO,1825
Locked,18,SFO,11,319,True,902,SFO,0900,LAS,1025
Locked,18,SFO,11,319,False,905,LAS,1110,SFO,1240
Locked,18,SFO,11,319,True,25,SFO,1400,PSP,1520
Locked,18,SFO,11,319,False,30,PSP,1605,SFO,1730
Locked,19,SFO,18,319,True,925,SFO,0905,PDX,1050
Locked,19,SFO,18,319,True,817,PDX,1135,SFO,1315
Locked,19,SFO,18,319,True,25,SFO,1400,PSP,1520
Locked,19,SFO,18,319,False,30,PSP,1605,SFO,1730
Locked,20,SFO,4,320,True,270,SFO,0930,PVR,1505
Locked,20,SFO,4,320,False,273,PVR,1605,SFO,1800
Locked,21,SFO,22,320,True,270,SFO,0930,PVR,1505
Locked,21,SFO,22,320,False,273,PVR,1605,SFO,1800
Locked,22,SFO,1,319,True,956,SFO,1005,SAN,1135
Locked,22,SFO,1,319,False,961,SAN,1215,SFO,1350
Locked,22,SFO,1,319,True,25,SFO,1600,PSP,1725
Locked,22,SFO,1,319,False,30,PSP,1810,SFO,1940
Locked,23,SFO,8,319,True,956,SFO,1005,SAN,1135
Locked,23,SFO,8,319,False,961,SAN,1215,SFO,1350
Locked,23,SFO,8,319,True,816,SFO,1535,PDX,1720
Locked,23,SFO,8,319,False,948,PDX,1805,SFO,1945
Locked,24,SFO,14,319,True,956,SFO,1005,SAN,1135
Locked,24,SFO,14,319,True,961,SAN,1215,SFO,1350
Locked,24,SFO,14,319,True,816,SFO,1535,PDX,1720
Locked,24,SFO,14,319,False,948,PDX,1805,SFO,1945
Locked,25,SFO,3,320,True,218,SFO,1015,AUS,1540
Locked,25,SFO,3,320,False,221,AUS,1700,SFO,1900
Locked,25,SFO,4,320,True,218,SFO,1015,AUS,1540
Locked,25,SFO,4,320,False,221,AUS,1700,SFO,1900
Locked,25,SFO,5,320,True,218,SFO,1015,AUS,1540
Locked,25,SFO,5,320,False,221,AUS,1700,SFO,1900
Locked,25,SFO,6,320,True,218,SFO,1015,AUS,1540
Locked,25,SFO,6,320,False,221,AUS,1700,SFO,1900
Locked,26,SFO,8,320,True,218,SFO,1015,AUS,1535
Locked,26,SFO,8,320,False,221,AUS,1700,SFO,1900
Locked,26,SFO,10,320,True,218,SFO,1015,AUS,1535
Locked,26,SFO,10,320,False,221,AUS,1700,SFO,1900
Locked,26,SFO,12,320,True,218,SFO,1015,AUS,1535
Locked,26,SFO,12,320,False,221,AUS,1700,SFO,1900
Locked,26,SFO,13,320,True,218,SFO,1015,AUS,1535
Locked,26,SFO,13,320,False,221,AUS,1700,SFO,1900
Locked,26,SFO,14,320,True,218,SFO,1015,AUS,1535
Locked,26,SFO,14,320,False,221,AUS,1700,SFO,1900
Locked,27,SFO,17,320,True,218,SFO,1015,AUS,1535
Locked,27,SFO,17,320,False,221,AUS,1700,SFO,1900
Locked,27,SFO,19,320,True,218,SFO,1015,AUS,1535
Locked,27,SFO,19,320,False,221,AUS,1700,SFO,1900
Locked,27,SFO,20,320,True,218,SFO,1015,AUS,1535
Locked,27,SFO,20,320,False,221,AUS,1700,SFO,1900
Locked,27,SFO,21,320,True,218,SFO,1015,AUS,1535
Locked,27,SFO,21,320,False,221,AUS,1700,SFO,1900
Locked,27,SFO,24,320,True,218,SFO,1015,AUS,1535
Locked,27,SFO,24,320,False,221,AUS,1700,SFO,1900
Locked,27,SFO,26,320,True,218,SFO,1015,AUS,1535
Locked,27,SFO,26,320,False,221,AUS,1700,SFO,1900
Locked,27,SFO,27,320,True,218,SFO,1015,AUS,1535
Locked,27,SFO,27,320,False,221,AUS,1700,SFO,1900
Locked,27,SFO,28,320,True,218,SFO,1015,AUS,1535
Locked,27,SFO,28,320,False,221,AUS,1700,SFO,1900
Locked,28,SFO,12,320,False,1926,SFO,1040,LAX,1200
Locked,28,SFO,12,320,False,929,LAX,1335,SFO,1450
Locked,28,SFO,12,320,True,746,SFO,1615,SEA,1820
Locked,28,SFO,12,320,False,759,SEA,1905,SFO,2110
Locked,29,SFO,14,320,True,6020,SFO,1115,ZLO,1655
Locked,29,SFO,14,320,False,6907,ZLO,1755,SFO,2000
Locked,30,SFO,21,320,True,6020,SFO,1115,ZLO,1655
Locked,30,SFO,21,320,False,6021,ZLO,1755,SFO,2000
Locked,30,SFO,28,320,True,6020,SFO,1115,ZLO,1655
Locked,30,SFO,28,320,False,6021,ZLO,1755,SFO,2000
Locked,31,SFO,5,319,True,910,SFO,1130,LAS,1300
Locked,31,SFO,5,319,True,913,LAS,1340,SFO,1510
Locked,31,SFO,5,319,True,25,SFO,1600,PSP,1725
Locked,31,SFO,5,319,False,30,PSP,1810,SFO,1940
Locked,31,SFO,6,319,True,910,SFO,1130,LAS,1300
Locked,31,SFO,6,319,True,913,LAS,1340,SFO,1510
Locked,31,SFO,6,319,True,25,SFO,1600,PSP,1725
Locked,31,SFO,6,319,False,30,PSP,1810,SFO,1940
Locked,32,SFO,7,320,True,910,SFO,1130,LAS,1300
Locked,32,SFO,7,320,False,913,LAS,1345,SFO,1515
Locked,32,SFO,7,319,True,960,SFO,1750,SAN,1915
Locked,32,SFO,7,319,False,969,SAN,1955,SFO,2130
Locked,33,SFO,2,320,True,276,SFO,1145,SJD,1545
Locked,33,SFO,2,320,False,279,SJD,1645,SFO,1855
Locked,33,SFO,3,320,True,276,SFO,1145,SJD,1545
Locked,33,SFO,3,320,False,279,SJD,1645,SFO,1855
Locked,33,SFO,6,320,True,276,SFO,1145,SJD,1545
Locked,33,SFO,6,320,False,279,SJD,1645,SFO,1855
Locked,34,SFO,17,320,True,1940,SFO,1200,LAX,1320
Locked,34,SFO,17,320,True,1939,LAX,1405,SFO,1525
Locked,34,SFO,17,320,True,1898,SFO,1610,LAS,1740
Locked,34,SFO,17,320,False,1899,LAS,1825,SFO,2000
Locked,35,SFO,29,320,True,744,SFO,1205,SEA,1405
Locked,35,SFO,29,320,False,755,SEA,1450,SFO,1655
Locked,35,SFO,29,320,True,960,SFO,1750,SAN,1915
Locked,35,SFO,29,320,False,969,SAN,2010,SFO,2145
Locked,36,SFO,1,320,True,714,SFO,1235,DFW,1800
Locked,36,SFO,1,320,False,717,DFW,1845,SFO,2040
Locked,36,SFO,2,320,True,714,SFO,1235,DFW,1800
Locked,36,SFO,2,320,False,717,DFW,1845,SFO,2040
Locked,36,SFO,3,320,True,714,SFO,1235,DFW,1800
Locked,36,SFO,3,320,False,717,DFW,1845,SFO,2040
Locked,36,SFO,4,320,True,714,SFO,1235,DFW,1800
Locked,36,SFO,4,320,False,717,DFW,1845,SFO,2040
Locked,37,SFO,8,320,True,714,SFO,1250,DFW,1810
Locked,37,SFO,8,320,False,717,DFW,1855,SFO,2050
Locked,37,SFO,10,320,True,714,SFO,1250,DFW,1810
Locked,37,SFO,10,320,False,717,DFW,1855,SFO,2050
Locked,37,SFO,12,320,True,714,SFO,1250,DFW,1810
Locked,37,SFO,12,320,False,717,DFW,1855,SFO,2050
Locked,37,SFO,13,320,True,714,SFO,1250,DFW,1810
Locked,37,SFO,13,320,False,717,DFW,1855,SFO,2050
Locked,37,SFO,14,320,True,714,SFO,1250,DFW,1810
Locked,37,SFO,14,320,False,717,DFW,1855,SFO,2050
Locked,38,SFO,17,320,True,714,SFO,1250,DFW,1810
Locked,38,SFO,17,320,False,717,DFW,1855,SFO,2050
Locked,38,SFO,19,320,True,714,SFO,1250,DFW,1810
Locked,38,SFO,19,320,False,717,DFW,1855,SFO,2050
Locked,38,SFO,20,320,True,714,SFO,1250,DFW,1810
Locked,38,SFO,20,320,False,717,DFW,1855,SFO,2050
Locked,38,SFO,21,320,True,714,SFO,1250,DFW,1810
Locked,38,SFO,21,320,False,717,DFW,1855,SFO,2050
Locked,38,SFO,22,320,True,714,SFO,1250,DFW,1810
Locked,38,SFO,22,320,False,717,DFW,1855,SFO,2050
Locked,38,SFO,24,320,True,714,SFO,1250,DFW,1810
Locked,38,SFO,24,320,False,717,DFW,1855,SFO,2050
Locked,38,SFO,26,320,True,714,SFO,1250,DFW,1810
Locked,38,SFO,26,320,False,717,DFW,1855,SFO,2050
Locked,38,SFO,27,320,True,714,SFO,1250,DFW,1810
Locked,38,SFO,27,320,False,717,DFW,1855,SFO,2050
Locked,38,SFO,28,320,True,714,SFO,1250,DFW,1810
Locked,38,SFO,28,320,False,717,DFW,1855,SFO,2050
Locked,38,SFO,29,320,True,714,SFO,1250,DFW,1810
Locked,38,SFO,29,320,False,717,DFW,1855,SFO,2050
Locked,39,SFO,8,320,True,906,SFO,1325,LAS,1455
Locked,39,SFO,8,320,True,909,LAS,1540,SFO,1715
Locked,39,SFO,8,320,True,910,SFO,1800,LAS,1930
Locked,39,SFO,8,320,False,913,LAS,2015,SFO,2150
Locked,40,SFO,16,320,True,928,SFO,1325,LAX,1440
Locked,40,SFO,16,320,True,933,LAX,1545,SFO,1705
Locked,40,SFO,16,320,True,960,SFO,1750,SAN,1915
Locked,40,SFO,16,320,False,969,SAN,2010,SFO,2145
Locked,40,SFO,23,320,True,928,SFO,1325,LAX,1440
Locked,40,SFO,23,320,True,933,LAX,1545,SFO,1705
Locked,40,SFO,23,320,True,960,SFO,1750,SAN,1915
Locked,40,SFO,23,320,False,969,SAN,2010,SFO,2145
Locked,41,SFO,23,320,True,906,SFO,1325,LAS,1455
Locked,41,SFO,23,320,False,909,LAS,1540,SFO,1715
Locked,41,SFO,23,319,True,918,SFO,1835,LAS,2005
Locked,41,SFO,23,319,False,917,LAS,2045,SFO,2220
Locked,42,SFO,30,DHD,True,906,SFO,1325,LAS,1455
Locked,42,SFO,30,320,False,909,LAS,1540,SFO,1715
Locked,42,SFO,30,319,True,918,SFO,1835,LAS,2005
Locked,42,SFO,30,319,False,917,LAS,2045,SFO,2220
Locked,43,SFO,9,319,True,25,SFO,1400,PSP,1520
Locked,43,SFO,9,319,True,30,PSP,1605,SFO,1730
Locked,43,SFO,9,319,True,918,SFO,1835,LAS,2005
Locked,43,SFO,9,319,False,917,LAS,2045,SFO,2220
Locked,44,SFO,5,320,True,746,SFO,1605,SEA,1810
Locked,44,SFO,5,320,False,759,SEA,1855,SFO,2059
Locked,44,SFO,7,320,True,746,SFO,1605,SEA,1810
Locked,44,SFO,7,320,False,759,SEA,1855,SFO,2059
Locked,45,SFO,9,320,True,746,SFO,1615,SEA,1820
Locked,45,SFO,9,320,False,759,SEA,1905,SFO,2110
Locked,45,SFO,10,320,True,746,SFO,1615,SEA,1820
Locked,45,SFO,10,320,False,759,SEA,1905,SFO,2110
Locked,46,SFO,16,320,True,746,SFO,1615,SEA,1820
Locked,46,SFO,16,320,False,759,SEA,1905,SFO,2110
Locked,46,SFO,17,320,True,746,SFO,1615,SEA,1820
Locked,46,SFO,17,320,False,759,SEA,1905,SFO,2110
Locked,46,SFO,19,320,True,746,SFO,1615,SEA,1820
Locked,46,SFO,19,320,False,759,SEA,1905,SFO,2110
Locked,46,SFO,21,320,True,746,SFO,1615,SEA,1820
Locked,46,SFO,21,320,False,759,SEA,1905,SFO,2110
Locked,46,SFO,22,320,True,746,SFO,1615,SEA,1820
Locked,46,SFO,22,320,False,759,SEA,1905,SFO,2110
Locked,46,SFO,23,320,True,746,SFO,1615,SEA,1820
Locked,46,SFO,23,320,False,759,SEA,1905,SFO,2110
Locked,46,SFO,24,320,True,746,SFO,1615,SEA,1820
Locked,46,SFO,24,320,False,759,SEA,1905,SFO,2110
Locked,46,SFO,26,320,True,746,SFO,1615,SEA,1820
Locked,46,SFO,26,320,False,759,SEA,1905,SFO,2110
Locked,46,SFO,28,320,True,746,SFO,1615,SEA,1820
Locked,46,SFO,28,320,False,759,SEA,1905,SFO,2110
Locked,46,SFO,29,320,True,746,SFO,1615,SEA,1820
Locked,46,SFO,29,320,False,759,SEA,1905,SFO,2110
Locked,47,SFO,29,320,True,746,SFO,1615,SEA,1820
Locked,47,SFO,29,320,False,759,SEA,1905,SFO,2110
Locked,47,SFO,30,320,True,746,SFO,1615,SEA,1820
Locked,47,SFO,30,320,False,759,SEA,1905,SFO,2110
Locked,48,SFO,23,320,True,1920,SFO,1740,LAX,1855
Locked,48,SFO,23,320,False,1949,LAX,1940,SFO,2055
Locked,49,SFO,8,319,False,922,SFO,0630,LAX,0745
Locked,49,SFO,8,320,False,290,LAX,0840,CUN,1520
Locked,49,SFO,10,320,False,295,CUN,1615,LAX,1955
Locked,49,SFO,10,320,False,1921,LAX,2125,SFO,2245
Locked,50,SFO,15,319,False,922,SFO,0630,LAX,0745
Locked,50,SFO,15,DHD,False,290,LAX,0840,CUN,1520
Locked,50,SFO,18,320,True,6011,CUN,1000,FAT,1400
Locked,50,SFO,18,320,False,6901,FAT,1500,SFO,1555
Locked,51,SFO,15,DHD,False,922,SFO,0630,LAX,0745
Locked,51,SFO,15,320,False,290,LAX,0840,CUN,1520
Locked,51,SFO,18,320,False,283,CUN,1630,SFO,2100
Locked,52,SFO,22,319,False,922,SFO,0630,LAX,0745
Locked,52,SFO,22,DHD,False,290,LAX,0840,CUN,1520
Locked,52,SFO,25,320,False,283,CUN,1630,SFO,2100
Locked,53,SFO,29,319,False,922,SFO,0630,LAX,0745
Locked,53,SFO,29,DHD,False,290,LAX,0840,CUN,1520
Locked,53,SFO,32,320,True,6034,CUN,1000,SMF,1420
Locked,53,SFO,32,320,False,6905,SMF,1520,SFO,1610
Locked,54,SFO,29,DHD,False,922,SFO,0630,LAX,0745
Locked,54,SFO,29,320,False,290,LAX,0840,CUN,1520
Locked,54,SFO,32,320,False,283,CUN,1630,SFO,2100
Locked,55,SFO,9,320,False,922,SFO,0645,LAX,0805
Locked,55,SFO,9,320,False,232,LAX,1010,ORD,1610
Locked,55,SFO,10,320,False,241,ORD,1705,LAX,1945
Locked,55,SFO,10,320,False,947,LAX,2040,SFO,2155
Locked,55,SFO,13,320,False,922,SFO,0645,LAX,0805
Locked,55,SFO,13,320,False,232,LAX,1010,ORD,1610
Locked,55,SFO,14,320,False,241,ORD,1705,LAX,1945
Locked,55,SFO,14,320,False,947,LAX,2040,SFO,2155
Locked,56,SFO,20,320,False,922,SFO,0645,LAX,0805
Locked,56,SFO,20,320,False,232,LAX,1010,ORD,1610
Locked,56,SFO,21,320,False,241,ORD,1705,LAX,1945
Locked,56,SFO,21,320,False,947,LAX,2040,SFO,2155
Locked,56,SFO,23,320,False,922,SFO,0645,LAX,0805
Locked,56,SFO,23,320,False,232,LAX,1010,ORD,1610
Locked,56,SFO,24,320,False,241,ORD,1705,LAX,1945
Locked,56,SFO,24,320,False,947,LAX,2040,SFO,2155
Locked,57,SFO,2,320,False,350,SFO,0650,BOS,1530
Locked,57,SFO,3,320,False,353,BOS,1625,SFO,2015
Locked,58,SFO,30,320,True,950,SFO,0700,SAN,0825
Locked,58,SFO,30,320,False,953,SAN,0915,SFO,1045
Locked,58,SFO,30,320,False,204,SFO,1205,ORD,1820
Locked,58,SFO,32,320,False,201,ORD,0700,SFO,0940
Locked,58,SFO,32,319,True,910,SFO,1130,LAS,1300
Locked,58,SFO,32,319,False,913,LAS,1340,SFO,1510
Locked,59,SFO,1,320,True,950,SFO,0700,SAN,0825
Locked,59,SFO,1,320,False,953,SAN,0915,SFO,1045
Locked,59,SFO,1,320,False,204,SFO,1205,ORD,1820
Locked,59,SFO,2,320,True,950,SFO,0700,SAN,0825
Locked,59,SFO,2,320,False,953,SAN,0915,SFO,1045
Locked,59,SFO,2,320,False,204,SFO,1205,ORD,1820
Locked,59,SFO,2,320,False,211,ORD,1915,SFO,2155
Locked,59,SFO,3,320,False,211,ORD,1915,SFO,2155
Locked,59,SFO,4,320,True,950,SFO,0700,SAN,0825
Locked,59,SFO,4,320,False,953,SAN,0915,SFO,1045
Locked,59,SFO,4,320,False,204,SFO,1205,ORD,1820
Locked,59,SFO,5,320,False,211,ORD,1915,SFO,2155
Locked,59,SFO,6,320,True,950,SFO,0700,SAN,0825
Locked,59,SFO,6,320,False,953,SAN,0915,SFO,1045
Locked,59,SFO,6,320,False,204,SFO,1205,ORD,1820
Locked,59,SFO,7,320,False,211,ORD,1915,SFO,2155
Locked,60,SFO,8,320,True,950,SFO,0700,SAN,0825
Locked,60,SFO,8,320,True,953,SAN,0910,SFO,1045
Locked,60,SFO,8,320,False,924,SFO,1130,LAX,1250
Locked,60,SFO,8,319,False,486,LAX,1510,LAS,1620
Locked,60,SFO,9,320,True,909,LAS,1540,SFO,1715
Locked,60,SFO,9,320,True,910,SFO,1800,LAS,1930
Locked,60,SFO,9,320,False,913,LAS,2015,SFO,2150
Locked,61,SFO,9,320,False,12,SFO,0700,JFK,1530
Locked,61,SFO,10,320,False,12,SFO,0700,JFK,1530
Locked,61,SFO,10,320,True,251,JFK,0935,LAS,1235
Locked,61,SFO,10,320,False,251,LAS,1325,SFO,1500
Locked,61,SFO,11,320,True,251,JFK,0935,LAS,1235
Locked,61,SFO,11,320,False,251,LAS,1325,SFO,1500
Locked,62,SFO,15,320,False,12,SFO,0700,JFK,1530
Locked,62,SFO,16,320,False,27,JFK,1630,SFO,2020
Locked,63,SFO,5,320,False,202,SFO,0720,ORD,1335
Locked,63,SFO,6,320,True,205,ORD,1430,SFO,1715
Locked,63,SFO,6,320,True,918,SFO,1810,LAS,1940
Locked,63,SFO,6,320,False,917,LAS,2025,SFO,2155
Locked,64,SFO,9,319,False,202,SFO,0725,ORD,1335
Locked,64,SFO,10,319,False,205,ORD,1430,SFO,1715
Locked,64,SFO,10,319,True,918,SFO,1835,LAS,2005
Locked,64,SFO,10,319,False,917,LAS,2045,SFO,2220
Locked,64,SFO,15,319,False,202,SFO,0725,ORD,1335
Locked,64,SFO,16,319,False,202,SFO,0725,ORD,1335
Locked,64,SFO,16,319,False,205,ORD,1430,SFO,1715
Locked,64,SFO,16,319,True,918,SFO,1835,LAS,2005
Locked,64,SFO,16,319,False,917,LAS,2045,SFO,2220
Locked,64,SFO,17,319,False,205,ORD,1430,SFO,1715
Locked,64,SFO,17,319,True,918,SFO,1835,LAS,2005
Locked,64,SFO,17,319,False,917,LAS,2045,SFO,2220
Locked,64,SFO,22,319,False,202,SFO,0725,ORD,1335
Locked,64,SFO,23,319,False,205,ORD,1430,SFO,1715
Locked,64,SFO,23,319,True,918,SFO,1835,LAS,2005
Locked,64,SFO,23,319,False,917,LAS,2045,SFO,2220
Locked,65,SFO,23,319,False,202,SFO,0725,ORD,1335
Locked,65,SFO,24,319,False,205,ORD,1430,SFO,1715
Locked,65,SFO,24,319,True,918,SFO,1835,LAS,2005
Locked,65,SFO,24,319,False,917,LAS,2045,SFO,2220
Locked,66,SFO,31,320,False,1,SFO,0800,DCA,1600
Locked,66,SFO,32,320,False,1,SFO,0800,DCA,1600
Locked,66,SFO,32,320,False,2,DCA,1705,SFO,2015
Locked,66,SFO,33,320,False,1,SFO,0800,DCA,1600
Locked,66,SFO,33,320,False,2,DCA,1705,SFO,2015
Locked,66,SFO,34,320,False,1,SFO,0800,DCA,1600
Locked,66,SFO,34,320,False,2,DCA,1705,SFO,2015
Locked,66,SFO,35,320,False,1,SFO,0800,DCA,1600
Locked,66,SFO,35,320,False,2,DCA,1705,SFO,2015
Locked,66,SFO,36,320,False,1,SFO,0800,DCA,1600
Locked,66,SFO,36,320,False,2,DCA,1705,SFO,2015
Locked,66,SFO,37,320,False,1,SFO,0800,DCA,1600
Locked,66,SFO,37,320,False,2,DCA,1705,SFO,2015
Locked,66,SFO,38,320,False,2,DCA,1705,SFO,2015
Locked,67,SFO,31,320,True,334,SFO,0800,LAX,0920
Locked,67,SFO,31,320,False,334,LAX,1015,FLL,1800
Locked,67,SFO,32,320,False,347,FLL,1720,SFO,2040
Locked,67,SFO,35,320,True,334,SFO,0800,LAX,0920
Locked,67,SFO,35,320,False,334,LAX,1015,FLL,1800
Locked,67,SFO,36,320,True,334,SFO,0800,LAX,0920
Locked,67,SFO,36,320,False,334,LAX,1015,FLL,1800
Locked,67,SFO,36,320,False,347,FLL,1720,SFO,2040
Locked,67,SFO,37,320,False,347,FLL,1720,SFO,2040
Locked,68,SFO,5,320,False,174,SFO,0800,EWR,1630
Locked,68,SFO,6,320,False,193,EWR,1729,SFO,2115
Locked,69,SFO,8,320,False,1,SFO,0800,DCA,1600
Locked,69,SFO,9,320,False,1,SFO,0800,DCA,1600
Locked,69,SFO,9,320,False,2,DCA,1700,SFO,2010
Locked,69,SFO,10,320,False,1,SFO,0800,DCA,1600
Locked,69,SFO,10,320,False,2,DCA,1700,SFO,2010
Locked,69,SFO,11,320,False,1,SFO,0800,DCA,1600
Locked,69,SFO,11,320,False,2,DCA,1700,SFO,2010
Locked,69,SFO,12,320,False,1,SFO,0800,DCA,1600
Locked,69,SFO,12,320,False,2,DCA,1700,SFO,2010
Locked,69,SFO,13,320,False,1,SFO,0800,DCA,1600
Locked,69,SFO,13,320,False,2,DCA,1700,SFO,2010
Locked,69,SFO,14,320,False,2,DCA,1700,SFO,2010
Locked,70,SFO,11,320,False,1930,SFO,0800,LAX,0920
Locked,70,SFO,11,320,False,232,LAX,1100,ORD,1700
Locked,70,SFO,12,319,False,211,ORD,1820,SFO,2105
Locked,71,SFO,12,320,False,1930,SFO,0800,LAX,0920
Locked,71,SFO,12,320,False,406,LAX,1035,JFK,1900
Locked,71,SFO,13,320,True,251,JFK,0935,LAS,1235
Locked,71,SFO,13,320,False,251,LAS,1325,SFO,1500
Locked,72,SFO,13,320,True,1930,SFO,0800,LAX,0920
Locked,72,SFO,13,320,False,334,LAX,1015,FLL,1800
Locked,72,SFO,14,320,False,347,FLL,1720,SFO,2050
Locked,73,SFO,15,320,False,1,SFO,0800,DCA,1600
Locked,73,SFO,16,320,False,1,SFO,0800,DCA,1600
Locked,73,SFO,16,320,False,2,DCA,1700,SFO,2010
Locked,73,SFO,17,320,False,1,SFO,0800,DCA,1600
Locked,73,SFO,17,320,False,2,DCA,1700,SFO,2010
Locked,73,SFO,18,320,False,1,SFO,0800,DCA,1600
Locked,73,SFO,18,320,False,2,DCA,1700,SFO,2010
Locked,73,SFO,19,320,False,1,SFO,0800,DCA,1600
Locked,73,SFO,19,320,False,2,DCA,1700,SFO,2010
Locked,73,SFO,20,320,False,1,SFO,0800,DCA,1600
Locked,73,SFO,20,320,False,2,DCA,1700,SFO,2010
Locked,73,SFO,21,320,False,1,SFO,0800,DCA,1600
Locked,73,SFO,21,320,False,2,DCA,1700,SFO,2010
Locked,73,SFO,22,320,False,1,SFO,0800,DCA,1600
Locked,73,SFO,22,320,False,2,DCA,1700,SFO,2010
Locked,73,SFO,23,320,False,1,SFO,0800,DCA,1600
Locked,73,SFO,23,320,False,2,DCA,1700,SFO,2010
Locked,73,SFO,24,320,False,1,SFO,0800,DCA,1600
Locked,73,SFO,24,320,False,2,DCA,1700,SFO,2010
Locked,73,SFO,25,320,False,1,SFO,0800,DCA,1600
Locked,73,SFO,25,320,False,2,DCA,1700,SFO,2010
Locked,73,SFO,26,320,False,1,SFO,0800,DCA,1600
Locked,73,SFO,26,320,False,2,DCA,1700,SFO,2010
Locked,73,SFO,27,320,False,1,SFO,0800,DCA,1600
Locked,73,SFO,27,320,False,2,DCA,1700,SFO,2010
Locked,73,SFO,28,320,False,1,SFO,0800,DCA,1600
Locked,73,SFO,28,320,False,2,DCA,1700,SFO,2010
Locked,73,SFO,29,320,False,2,DCA,1700,SFO,2010
Locked,74,SFO,15,320,True,1930,SFO,0800,LAX,0920
